transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
422,209,Cashier,Designer,Healthcare,Healthcare,2021-07-07,22
423,209,Nurse,Project Manager,Healthcare,Healthcare,2022-07-07,17
424,210,Manager,Product Owner,Technology,Finance,2016-08-05,19
425,210,Teacher,Engineer,N/A,Consulting,2017-08-05,17
426,210,Developer,Engineer,Healthcare,Healthcare,2018-08-05,12
427,211,Nurse,Data Analyst,Hospitality,E-Commerce,2016-05-02,12
428,211,Cashier,Data Analyst,Education,Finance,2017-05-02,9
429,211,Manager,Designer,Retail,Healthcare,2018-05-02,5
430,212,Manager,Designer,Education,N/A,2023-02-09,3
431,213,Nurse,N/A,Technology,Finance,2020-03-06,3
432,214,Teacher,Data Analyst,Education,Consulting,2020-11-07,18
433,214,N/A,Data Analyst,Healthcare,Consulting,2021-11-07,17
434,215,N/A,Designer,Technology,Consulting,2021-01-30,2
435,215,Developer,Designer,Education,Finance,2022-01-30,24
436,216,Cashier,Designer,Technology,Healthcare,2020-04-26,24
437,216,Manager,Engineer,Retail,Technology,2021-04-26,3
438,216,Nurse,Project Manager,Education,Healthcare,2022-04-26,23
439,217,Manager,Project Manager,Healthcare,Finance,2018-09-28,2
440,217,Manager,Data Analyst,Technology,Technology,2019-09-28,9
441,217,Manager,Engineer,Hospitality,Technology,2020-09-27,19
442,218,Teacher,Designer,N/A,Technology,2022-09-20,19
443,218,Manager,Data Analyst,Hospitality,E-Commerce,2023-09-20,2
444,219,Developer,Engineer,Healthcare,Finance,2015-07-14,24
445,219,Developer,Product Owner,Retail,E-Commerce,2016-07-13,21
446,219,Cashier,Engineer,Hospitality,Technology,2017-07-13,3
447,220,Manager,Data Analyst,Retail,E-Commerce,2022-02-09,11
448,221,Manager,Project Manager,Technology,E-Commerce,2017-04-23,24
449,221,Nurse,Designer,Healthcare,Finance,2018-04-23,7
450,221,Teacher,Product Owner,Hospitality,Consulting,2019-04-23,6
451,222,Cashier,Engineer,Technology,E-Commerce,2023-01-23,1
452,222,Manager,Data Analyst,Education,E-Commerce,2024-01-23,17
453,223,Nurse,Data Analyst,N/A,Technology,2018-03-04,14
454,224,Teacher,Designer,Retail,Technology,2024-04-02,8
455,224,Cashier,Data Analyst,Healthcare,Technology,2025-04-02,8
456,225,Cashier,N/A,Healthcare,Healthcare,2016-10-30,7
457,225,Manager,Designer,Technology,E-Commerce,2017-10-30,6
458,226,N/A,Product Owner,Education,Technology,2022-01-27,15
459,227,Nurse,Project Manager,Retail,Finance,2022-10-02,15
460,227,Cashier,Project Manager,Technology,Healthcare,2023-10-02,1
461,227,Developer,Engineer,Technology,Consulting,2024-10-01,20
462,228,Nurse,Product Owner,Healthcare,E-Commerce,2018-05-26,23
463,228,Teacher,Engineer,Retail,E-Commerce,2019-05-26,5
464,228,Teacher,Project Manager,Education,Finance,2020-05-25,5
465,229,Manager,Designer,Healthcare,Consulting,2019-03-18,21
466,230,Manager,Data Analyst,Technology,Consulting,2022-07-11,8
467,230,Developer,Project Manager,Healthcare,Healthcare,2023-07-11,2
468,231,Teacher,Product Owner,Healthcare,E-Commerce,2019-04-04,4
469,232,Teacher,N/A,Hospitality,Technology,2021-07-21,5
470,232,Teacher,Product Owner,Healthcare,N/A,2022-07-21,5
471,232,Teacher,Product Owner,Healthcare,Finance,2023-07-21,21
472,233,Cashier,Product Owner,Retail,Finance,2016-08-16,12
473,233,Nurse,Engineer,Healthcare,Finance,2017-08-16,20
474,233,Nurse,Designer,Education,Technology,2018-08-16,1
475,234,Developer,Project Manager,Technology,Technology,2017-05-22,17
476,234,N/A,Designer,Retail,Healthcare,2018-05-22,2
477,234,Teacher,Data Analyst,Healthcare,N/A,2019-05-22,11
478,235,Teacher,Project Manager,Education,Technology,2016-06-23,17
479,235,Manager,Designer,Technology,Healthcare,2017-06-23,3
480,235,Manager,Designer,Retail,Consulting,2018-06-23,22
481,236,Developer,Data Analyst,Education,E-Commerce,2020-05-26,22
482,236,Teacher,Product Owner,Healthcare,Technology,2021-05-26,11
483,237,Developer,Project Manager,Hospitality,Consulting,2023-02-03,18
484,238,Cashier,Project Manager,Hospitality,Healthcare,2021-05-16,22
485,238,Nurse,Data Analyst,Retail,Technology,2022-05-16,10
486,239,Teacher,Product Owner,Education,Technology,2022-03-14,23
487,240,Cashier,Project Manager,Technology,Consulting,2017-11-02,21
488,240,Teacher,Project Manager,Education,Technology,2018-11-02,24
489,240,Manager,Project Manager,Hospitality,Finance,2019-11-02,22
490,241,Developer,Product Owner,Retail,Technology,2022-03-28,21
491,241,Manager,Data Analyst,Healthcare,E-Commerce,2023-03-28,20
492,241,Nurse,Project Manager,Education,Consulting,2024-03-27,23
493,242,Manager,Designer,Hospitality,E-Commerce,2019-05-18,21
494,243,Teacher,Product Owner,Technology,Healthcare,2016-09-22,15
495,244,Manager,Engineer,Retail,E-Commerce,2017-12-15,19
496,245,Teacher,Data Analyst,N/A,Finance,2022-03-21,14
497,245,Nurse,Designer,Education,Finance,2023-03-21,19
498,245,Manager,Project Manager,Technology,E-Commerce,2024-03-20,18
499,246,Developer,Engineer,Healthcare,Healthcare,2015-06-28,6
500,246,Developer,Data Analyst,Hospitality,N/A,2016-06-27,13
501,247,Developer,Product Owner,Hospitality,Finance,2023-09-27,6
502,248,Manager,Engineer,Technology,E-Commerce,2019-05-20,22
503,249,Manager,Engineer,Hospitality,E-Commerce,2023-12-11,7
504,250,Manager,Designer,Retail,E-Commerce,2017-01-06,13
505,251,Teacher,Data Analyst,N/A,Technology,2023-09-12,22
506,251,Nurse,Designer,Hospitality,Consulting,2024-09-11,1
507,251,Developer,Designer,Education,Healthcare,2025-09-11,13
508,252,Teacher,Project Manager,Hospitality,Consulting,2022-07-09,7
509,252,Developer,Product Owner,Retail,Healthcare,2023-07-09,20
510,252,Teacher,Engineer,Healthcare,Healthcare,2024-07-08,3
511,253,Manager,Data Analyst,Healthcare,N/A,2021-09-03,1
512,253,Developer,Product Owner,N/A,Finance,2022-09-03,8
513,254,Manager,Product Owner,Healthcare,E-Commerce,2017-09-19,13
514,255,N/A,Data Analyst,Hospitality,Technology,2015-03-29,5
515,255,Cashier,Product Owner,Retail,Healthcare,2016-03-28,24
516,256,Teacher,Project Manager,Healthcare,Finance,2016-01-03,23
517,256,Cashier,Product Owner,Education,Healthcare,2017-01-02,24
518,257,Teacher,Project Manager,Hospitality,N/A,2022-03-19,6
519,258,Nurse,Engineer,Healthcare,E-Commerce,2024-09-18,22
520,258,Developer,Engineer,Retail,Finance,2025-09-18,6
521,258,Nurse,Designer,Retail,Finance,2026-09-18,21
522,259,Nurse,Project Manager,Education,Healthcare,2018-12-25,18
523,260,Teacher,Engineer,Retail,Finance,2016-06-04,4
524,260,Cashier,N/A,Retail,Finance,2017-06-04,17
525,260,Manager,Data Analyst,Healthcare,E-Commerce,2018-06-04,5
526,261,Teacher,Data Analyst,Hospitality,Consulting,2022-05-05,4
527,261,Manager,Project Manager,Technology,Technology,2023-05-05,23
528,261,Nurse,Designer,Retail,Consulting,2024-05-04,5
529,262,Manager,Product Owner,N/A,Finance,2019-02-03,15
530,262,Cashier,Project Manager,Technology,Healthcare,2020-02-03,20
531,263,Teacher,Data Analyst,Retail,Technology,2015-05-06,6
532,264,Cashier,Project Manager,Healthcare,Technology,2018-12-30,10
533,264,Cashier,Product Owner,Healthcare,Healthcare,2019-12-30,22
534,264,Teacher,Engineer,Technology,Technology,2020-12-29,23
535,265,N/A,Product Owner,Retail,Healthcare,2020-09-18,14
536,266,Developer,Engineer,Retail,Technology,2016-04-03,15
537,267,Developer,Engineer,Hospitality,Consulting,2022-06-01,22
538,267,Developer,Engineer,Retail,Technology,2023-06-01,18
539,268,N/A,Project Manager,Healthcare,E-Commerce,2023-05-29,4
540,268,Cashier,Data Analyst,N/A,Healthcare,2024-05-28,23
541,269,Teacher,Project Manager,Education,Technology,2016-01-04,19
542,270,Teacher,Data Analyst,Education,Healthcare,2020-04-15,13
543,270,Manager,Product Owner,Education,E-Commerce,2021-04-15,12
544,271,Teacher,Designer,Retail,Technology,2020-09-16,3
545,271,Developer,Product Owner,Retail,Technology,2021-09-16,14
546,271,N/A,Project Manager,Hospitality,E-Commerce,2022-09-16,18
547,272,Teacher,Project Manager,Retail,E-Commerce,2015-07-21,19
548,272,Teacher,Data Analyst,Education,E-Commerce,2016-07-20,10
549,272,Nurse,Project Manager,Technology,Healthcare,2017-07-20,17
550,273,Nurse,Engineer,Technology,E-Commerce,2020-08-12,19
551,273,N/A,Project Manager,Healthcare,Healthcare,2021-08-12,9
552,273,Cashier,Data Analyst,Healthcare,Consulting,2022-08-12,4
553,274,Developer,Data Analyst,Retail,Technology,2024-03-08,19
554,274,Developer,Engineer,Technology,Technology,2025-03-08,16
555,274,Developer,Data Analyst,Education,Finance,2026-03-08,8
556,275,Cashier,Designer,Education,Consulting,2017-06-06,21
557,276,Cashier,Product Owner,Education,E-Commerce,2017-02-15,7
558,277,Nurse,Project Manager,Retail,N/A,2022-02-15,18
559,278,Teacher,Designer,Retail,N/A,2022-07-01,1
560,278,Manager,Project Manager,Hospitality,E-Commerce,2023-07-01,15
561,279,Manager,N/A,Education,Finance,2018-11-15,17
562,279,Teacher,N/A,Education,N/A,2019-11-15,3
563,279,Nurse,Engineer,Retail,Technology,2020-11-14,11
564,280,Teacher,Data Analyst,Retail,N/A,2016-09-13,6
565,280,Teacher,Data Analyst,Hospitality,Technology,2017-09-13,6
566,280,Manager,Engineer,Hospitality,Healthcare,2018-09-13,15
567,281,Nurse,Designer,Healthcare,Consulting,2017-12-12,11
568,281,Cashier,Product Owner,Technology,Healthcare,2018-12-12,17
569,281,Manager,Designer,Education,E-Commerce,2019-12-12,23
570,282,Cashier,Data Analyst,Education,E-Commerce,2018-08-30,22
571,282,Nurse,Product Owner,Hospitality,E-Commerce,2019-08-30,24
572,283,Teacher,Project Manager,N/A,Healthcare,2019-10-09,21
573,284,Developer,Product Owner,Healthcare,Healthcare,2018-11-24,19
574,284,N/A,Designer,Technology,Healthcare,2019-11-24,8
575,285,Nurse,Engineer,Healthcare,Technology,2024-01-13,11
576,286,Developer,Project Manager,Technology,Healthcare,2024-06-17,3
577,287,Cashier,Designer,Education,E-Commerce,2024-01-10,23
578,287,Developer,Project Manager,Healthcare,Finance,2025-01-09,14
579,287,Nurse,Product Owner,N/A,Healthcare,2026-01-09,9
580,288,Nurse,Data Analyst,Healthcare,Finance,2015-08-28,1
581,289,Cashier,Designer,Healthcare,E-Commerce,2020-04-01,12
582,290,Developer,Engineer,Education,Healthcare,2023-07-17,21
583,290,Developer,Product Owner,Hospitality,Technology,2024-07-16,1
584,290,Teacher,Designer,Hospitality,Technology,2025-07-16,20
585,291,Manager,Engineer,Retail,Finance,2020-11-08,15
586,292,Nurse,Designer,Retail,Technology,2016-07-16,18
587,292,Teacher,Product Owner,Retail,Technology,2017-07-16,16
588,293,Nurse,N/A,Education,Technology,2019-12-18,14
589,293,Teacher,Project Manager,Healthcare,E-Commerce,2020-12-17,15
590,294,Manager,Product Owner,Hospitality,Technology,2017-08-04,2
591,295,Teacher,Designer,Hospitality,Consulting,2015-12-22,10
592,296,Nurse,N/A,Healthcare,Healthcare,2017-06-21,2
593,297,Developer,Designer,Hospitality,Technology,2021-04-13,19
594,297,Nurse,Project Manager,Healthcare,Technology,2022-04-13,17
595,298,Cashier,Engineer,Education,Technology,2019-02-14,17
596,298,Cashier,Engineer,Education,Consulting,2020-02-14,10
597,298,Cashier,N/A,Education,Technology,2021-02-13,18
598,299,Cashier,Data Analyst,Healthcare,Technology,2021-10-26,6
599,299,Manager,Project Manager,Healthcare,Healthcare,2022-10-26,16
600,299,Developer,Product Owner,Technology,Consulting,2023-10-26,18
601,300,Developer,Engineer,Hospitality,Consulting,2020-01-25,1
602,300,Nurse,N/A,Hospitality,Technology,2021-01-24,3
603,301,Teacher,Designer,Technology,Consulting,2021-03-25,20
604,301,Nurse,Data Analyst,Technology,Finance,2022-03-25,10
605,301,Nurse,Project Manager,Education,Consulting,2023-03-25,21
606,302,Nurse,Project Manager,Technology,Consulting,2015-10-15,15
607,303,Nurse,Product Owner,Healthcare,Consulting,2017-06-18,14
608,303,Developer,Project Manager,Retail,E-Commerce,2018-06-18,15
609,303,Teacher,Product Owner,Healthcare,E-Commerce,2019-06-18,10
610,304,Nurse,Data Analyst,Technology,E-Commerce,2024-05-29,12
611,305,Developer,Data Analyst,Hospitality,Consulting,2017-12-27,5
612,305,Nurse,Designer,Healthcare,Finance,2018-12-27,24
613,305,Cashier,Product Owner,Hospitality,Consulting,2019-12-27,10
614,306,Nurse,Product Owner,Healthcare,N/A,2019-01-16,8
615,307,Nurse,Engineer,Hospitality,Finance,2016-10-27,20
616,307,Manager,Engineer,Healthcare,E-Commerce,2017-10-27,16
617,308,Cashier,Designer,Hospitality,Healthcare,2019-03-11,10
618,309,Teacher,N/A,Retail,Finance,2019-05-06,9
619,309,Nurse,Engineer,Education,E-Commerce,2020-05-05,3
620,310,Teacher,Project Manager,Healthcare,Finance,2017-04-03,19
621,310,Cashier,Data Analyst,Retail,Finance,2018-04-03,11
622,310,Nurse,Project Manager,Education,Consulting,2019-04-03,6
623,311,Manager,Product Owner,Healthcare,Technology,2023-01-08,15
624,311,Developer,Data Analyst,Retail,Healthcare,2024-01-08,15
625,312,Manager,Designer,Retail,E-Commerce,2021-02-26,22
626,313,Manager,Product Owner,Retail,Finance,2021-04-24,14
627,314,Developer,Product Owner,Technology,Healthcare,2022-07-06,2
628,315,Developer,Project Manager,Hospitality,Finance,2021-06-10,23
629,315,Developer,Product Owner,Education,Technology,2022-06-10,12
630,316,Nurse,Engineer,Hospitality,Healthcare,2022-12-09,19
631,316,N/A,Data Analyst,Hospitality,E-Commerce,2023-12-09,24
632,317,Teacher,Engineer,Hospitality,Finance,2018-02-22,20
633,317,N/A,Project Manager,Retail,Technology,2019-02-22,24
634,317,Manager,Project Manager,Hospitality,Healthcare,2020-02-22,17
635,318,Cashier,Data Analyst,Technology,N/A,2016-02-02,14
636,319,Developer,Product Owner,Healthcare,Finance,2016-11-15,18
637,319,Manager,Designer,Retail,E-Commerce,2017-11-15,22
638,319,Manager,Project Manager,Education,Technology,2018-11-15,24
639,320,Nurse,Data Analyst,Healthcare,Consulting,2020-08-20,5
640,320,Nurse,Designer,Healthcare,Finance,2021-08-20,22
641,320,Teacher,Product Owner,Healthcare,Healthcare,2022-08-20,12
642,321,Teacher,Project Manager,Hospitality,E-Commerce,2019-12-25,8
643,321,Cashier,Data Analyst,Hospitality,E-Commerce,2020-12-24,6
644,322,N/A,Data Analyst,Retail,Finance,2015-05-31,15
645,323,Cashier,Data Analyst,Hospitality,Finance,2019-11-08,6
646,324,Cashier,Project Manager,Hospitality,Finance,2019-05-27,12
647,324,Manager,Designer,Hospitality,Consulting,2020-05-26,9
648,324,Manager,Data Analyst,Retail,Finance,2021-05-26,19
649,325,Teacher,Product Owner,Retail,Technology,2018-04-20,2
650,326,Nurse,Data Analyst,Technology,Healthcare,2016-06-12,13
651,327,Nurse,Designer,Technology,Finance,2023-11-14,13
652,327,Developer,Project Manager,Technology,Consulting,2024-11-13,4
653,327,Manager,Data Analyst,Technology,Healthcare,2025-11-13,6
654,328,Cashier,Data Analyst,Healthcare,E-Commerce,2018-06-16,21
655,328,Cashier,Product Owner,Healthcare,Finance,2019-06-16,12
656,329,Developer,Product Owner,Technology,Healthcare,2020-02-02,7
657,330,Nurse,N/A,Technology,E-Commerce,2019-03-26,15
658,330,Cashier,Data Analyst,Education,Consulting,2020-03-25,24
659,331,Nurse,Product Owner,Healthcare,Technology,2022-06-01,10
660,332,Developer,Designer,Education,Finance,2021-05-03,20
661,332,Nurse,Engineer,N/A,Technology,2022-05-03,6
662,332,Nurse,Engineer,Hospitality,Consulting,2023-05-03,9
663,333,Nurse,Data Analyst,Retail,Healthcare,2018-10-30,16
664,333,Cashier,Product Owner,Healthcare,N/A,2019-10-30,21
665,333,Teacher,Project Manager,Technology,Consulting,2020-10-29,8
666,334,Manager,Project Manager,Technology,Consulting,2016-06-09,18
667,335,Nurse,Engineer,Retail,Finance,2015-08-25,2
668,335,Nurse,Designer,Healthcare,E-Commerce,2016-08-24,23
669,336,Nurse,Engineer,Technology,Technology,2017-09-01,3
670,336,Teacher,Data Analyst,Technology,Technology,2018-09-01,14
671,336,Developer,Designer,Hospitality,Healthcare,2019-09-01,7
672,337,Cashier,Project Manager,Education,N/A,2024-12-15,17
673,337,Teacher,Product Owner,Technology,Finance,2025-12-15,1
674,337,Nurse,Product Owner,Healthcare,Consulting,2026-12-15,9
675,338,Teacher,Data Analyst,Retail,Technology,2023-03-26,14
676,338,Teacher,Engineer,Hospitality,Finance,2024-03-25,16
677,339,N/A,Data Analyst,Healthcare,Healthcare,2023-03-25,13
678,340,Developer,Product Owner,Hospitality,Healthcare,2017-01-07,22
679,340,Manager,Project Manager,Education,Technology,2018-01-07,1
680,341,Cashier,Product Owner,N/A,Healthcare,2016-10-28,4
681,342,Developer,Designer,Healthcare,Healthcare,2020-06-15,17
682,342,Developer,Product Owner,Retail,E-Commerce,2021-06-15,2
683,342,Manager,Product Owner,Education,Consulting,2022-06-15,19
684,343,Developer,Designer,Education,Healthcare,2015-04-09,22
685,343,Teacher,Engineer,Hospitality,E-Commerce,2016-04-08,8
686,343,Teacher,Product Owner,Education,Finance,2017-04-08,15
687,344,Nurse,Data Analyst,Healthcare,Healthcare,2021-12-10,23
688,344,Developer,Product Owner,Hospitality,Finance,2022-12-10,20
689,345,Nurse,Data Analyst,Education,Healthcare,2017-07-02,15
690,345,Cashier,Designer,Retail,Technology,2018-07-02,20
691,346,Teacher,Product Owner,Healthcare,E-Commerce,2024-12-11,10
692,346,Cashier,Designer,Retail,E-Commerce,2025-12-11,14
693,346,Manager,Designer,Retail,Technology,2026-12-11,22
694,347,Teacher,Engineer,Hospitality,Consulting,2016-12-13,14
695,347,Cashier,Product Owner,Technology,E-Commerce,2017-12-13,3
696,348,Manager,Data Analyst,Hospitality,Finance,2022-12-16,20
697,349,Cashier,Data Analyst,Healthcare,E-Commerce,2017-02-25,2
698,350,Manager,Product Owner,Healthcare,Consulting,2021-08-19,24
699,350,Manager,Engineer,N/A,Finance,2022-08-19,10
700,350,Teacher,Engineer,Technology,Finance,2023-08-19,4
701,351,Nurse,Engineer,Hospitality,Technology,2020-10-12,9
702,352,Manager,Data Analyst,Healthcare,Healthcare,2016-02-04,16
703,352,Manager,Designer,Technology,Technology,2017-02-03,18
704,352,Teacher,Engineer,Healthcare,Healthcare,2018-02-03,3
705,353,Nurse,Data Analyst,Technology,Technology,2022-09-09,24
706,353,Developer,Data Analyst,Technology,Healthcare,2023-09-09,22
707,354,N/A,Designer,Hospitality,E-Commerce,2018-08-20,11
708,354,Nurse,Product Owner,Hospitality,Finance,2019-08-20,10
709,354,Cashier,Product Owner,Hospitality,Healthcare,2020-08-19,16
710,355,Teacher,Engineer,Technology,E-Commerce,2017-10-01,15
711,356,N/A,Engineer,Technology,Consulting,2023-08-31,3
712,357,N/A,Designer,Healthcare,Technology,2016-11-24,13
713,357,Manager,Engineer,Retail,Consulting,2017-11-24,12
714,358,Developer,Designer,Hospitality,E-Commerce,2022-04-09,9
715,359,Manager,Data Analyst,Healthcare,Consulting,2017-05-27,14
716,360,Teacher,Engineer,Healthcare,Consulting,2016-06-02,7
717,360,Manager,Data Analyst,Education,E-Commerce,2017-06-02,16
718,360,Nurse,Project Manager,Hospitality,Finance,2018-06-02,22
719,361,Manager,Designer,Healthcare,Healthcare,2015-11-29,20
720,361,Cashier,Project Manager,Education,Technology,2016-11-28,5
721,361,Nurse,Engineer,Hospitality,Healthcare,2017-11-28,10
722,362,Teacher,Data Analyst,Technology,Technology,2023-07-26,11
723,362,Nurse,Engineer,Education,Healthcare,2024-07-25,7
724,363,Cashier,Project Manager,Technology,Consulting,2023-04-28,20
725,363,Teacher,Engineer,Retail,Finance,2024-04-27,18
726,364,Developer,Product Owner,Retail,N/A,2018-11-21,22
727,364,Cashier,N/A,Retail,Finance,2019-11-21,12
728,364,Teacher,N/A,Retail,E-Commerce,2020-11-20,18
729,365,Manager,Data Analyst,Healthcare,Technology,2017-08-24,2
730,365,Nurse,Engineer,Retail,Technology,2018-08-24,23
731,366,Teacher,Data Analyst,Healthcare,E-Commerce,2017-08-31,23
732,367,Nurse,Product Owner,Healthcare,Healthcare,2016-08-31,21
733,367,Manager,Engineer,Hospitality,E-Commerce,2017-08-31,1
734,368,Teacher,Product Owner,Healthcare,E-Commerce,2024-05-10,7
735,368,Developer,Project Manager,Healthcare,Finance,2025-05-10,17
736,369,Cashier,Data Analyst,Retail,E-Commerce,2019-03-10,7
737,370,Teacher,Project Manager,Healthcare,Technology,2021-10-03,3
738,371,Manager,Data Analyst,Technology,Consulting,2024-08-25,20
739,372,Teacher,Product Owner,Retail,Finance,2016-04-14,1
